Code,Consignee Name,Customs Importer Classification,Primary Address,Delivery Address,primary_address,Primary Contact,Default UNLOCO
SEALANMNL1,"SEA-LAND HARVEST, INC.",,,,,,PHMNL
KOUFUCMNL,KOU FU COLOR PRINTING CORP.,,,,,,PHMNL
GENCOLSEL,"GENEWEL CO.,LTD",,,,,,KRSEL
MOREDULAX,"MORAVIA EDUCATION INC, ASN",,,,,,USLAX
HALAUTMNL,HALLMARK AUTOMATION AND BELTING CORP.,,,,,,PHMNL
THAAAFE,THAI AIRWAYS INTERNATIONAL PUBLIC COMPANY LTD,,,,,,THBKK
VOERAIPNB,"VOESTALPINE RAILWAY SYSTEMS ASIA CO., LTD",,,,,,THPNB
OURLADMNL1,OUR LADY OF CONSOLATION PARISH,,,,,,PHMNL
ALACAROSL,A LA CARTE PRODUKTER AS,,,,,,NOOSL
EURSTAAFE,EUROPEAN STAGING APS,,,,,,DKCPH
WILEDIMIC,"WILMAR EDIBLE OILS PHILIPPINES, INC.",,,,,,PHMIC
ZIMINTMNL1,"ZIMMOX INTERNATIONAL PRODUCT SPECIALISTS, INC.",,,,,,PHMNL
DCONTEAFE,D CONTEMPORARY,,,,,,GBLON
ZAMJATZAM,ZAMBOANGA JA TRADING CORPORATION,,,,,,PHZAM
BLAARTAFE,BLAFFER ART MUSEUM,,,,,,USHOU
ATANORLUX,ATANOR S.C.A,,,,,,LULUX
BJRDRYCEB,BJRP DRY GOODS TRADING,,,,,,PHCEB
DERMON,DERICK MONTRAY GLENN,,,,,,PAMIT
JOHSEBMNL,JOHN SEBASTIAN REYES,,,,,,PHMNL
JOYANACPU,JOYSON ANAD ABHISHEK SAFETY SYSTEMS,,,,,,INCPU
MERDISMNL,"MERCHANDISE DISTRIBUTORS, INC.",,,,,,PHMNL
KINPARFXT,THE KINSEY PARTNERSHIP LTD.,,,,,,GBFXT
YAMCKSMNL,YAMADA CK SALES CORP,,,,,,PHMNL
AMIEQUMNL,A.M.I EQUIPMENT SERVICES AND SOLUTIONS INC.,,,,,,PHMNL
GIFBUSMNL,GIFT BUSINESS.COM PHILIPPINES INCORPORATED,,,,,,PHMNL
PHIINDMNL1,PHILIPPINE INDUSTRIAL & ENVIRONMENTAL STANDARD LABORATORIES INC.,,,,,,PHMNL
SHIEAIIAH,SHIELD AI,,,,,,USHOU
DTGMEDMNL,DTG MEDICAL INCORPORATED,,,,,,PHMNL
AYAHOTMNL1,AYALALAND HOTESL AND RESORTS,,,,,,PHMNL
TAKELEMNL,TAKANE ELECTRONICS (PHILIPPINES) INC,,,,,,PHMNL
AQUWATCEB,AQUAWARKS WATER TREATMENT & SUPPLY SERVICES,,,,,,PHCEB
BAHNEDMA,BAHNE & CO,,,,,,AUDMA
FOSDEEAFE,"FOSHAN DEER MARBLE TILES CO.,LTD",,,,,,CNGUT
LISGOKAFE,LISA GOKONGWEI,,,,,,PHMNL
NXLOGIMNL1,"NX LOGISTICS PHILIPPINES, INC",,,,,,PHMNL
ANCCOLSHA,"ANCOR(SHANGHAI)COSMETICS CO.,LTD.",,,,,,CNSGH
TIACOMMNL,TIARA COMMERCIAL & INDUSTRIAL CORPORATION,,,,,,PHMNL
SHAGOOTYN,"SHANXI GOODWILL INDUSTRIAL & TRADING CO., LTD.",,,,,,CNTYU
ANGSTAAGL,ANGELES STATION STORAGE YARD,,,,,,PHAGL
CIMMICZMA,CIMENTART MICROCEMENT SL,,,,,,ESZMA
INTCONILO,"INTERNATIONAL CONTAINER TERMINAL SERVICES ,INC.",,,,,,PHILO
SHIBISAMR,SHIMANO BISIKLET PARCA VE EKIPMANLA,,,,,,TRAMR
SILVERMNL,SILVERWAVE CORPORATION,,,,,,PHMNL
HSUMINMNL,"HSU, MING CHE",,,,,,PHMNL
WISFOODXB,WISK FOODSTUFF TRADING LLC,,,,,,AEDXB
DCTDELNUE,DCT DELTA AG.,,,,,,DENUE
LOIHAELEH,LOIRET & HAENTJENS S.A.,,,,,,FRLEH
TRECOLKIX,"TREASURE CO.,LTD",,,,,,JPKIX
JSWORLSIN,JS WORLD FREIGHT DISTRIBUTOR (S) PTE LTD,,,,,,SGSIN
IMMSPOAFE,IMMIX SPOL. S R.O.,,,,,,CZPRG
MINOFIMPM,MINISTRY OF INTERIOR OF THE REPUBLIC OF MOZAMBIQUE,,,,,,MZMPM
LINHOUSTN,LINKFAIR HOUSEHOLD (HK) LIMITED,,,,,,HKSTN
QUACORMNL,QUADROCAS CORP.,,,,,,PHMNL
EZTECIMNL,EZ TEC INDUSTRIAL SERVICES,,,,,,PHMNL
JLSTRAMDW,JLS TRADING INCORPORATED,,,,,,USCHI
OVAPROAFE,OVATION PRODUCTION INC.,,,,,,PHMNL
ELINALMNL,ELIZABETH N ALMARIEGO,,,,,,PHMNL
SUMMITMNL1,SUMITOMO MITSU CONST CO.LTD.,,,,,,PHMNL
MANFEDMNL,MANLIG FEDERIC ESPINOSA,,,,,,PHMNL
FIBERNFCO,FIBERNET S.R.L.,,,,,,ITFCO
REIMANMEM,REINHAUSEN MANUFACTURING INC.,,,,,,USMEM
ALBATRSIN,ALBATRANS SINGAPORE PTE LTD,,,,,,SGSIN
COLRAIMNL,"COLAS RAIL PHILIPPINES, INC.",,,,,,PHMNL
SERLIVSYD,SERATA LIVING,,,,,,AUSYD
IZACONMNL,IZAKI CONSUMER GOODS TRADING,,,,,,PHMNL
LUZRATCEB2,LUZON RATTAN INDUSTRIES CUSTOMS BONDED WAREHOUSE CORP,,,,,,PHCEB
HOMWORCEB,HOME WORLD CONSTRUCTION CORPORATION,,,,,,PHCEB
DEFRESAFE,DEFENCE RESEARCH & DEVELOPMENT LABORATORY,,,,,,INDEL
NAVIAMEL,NAVIA PTY LTD,,,,,,AUMEL
VIPRPHMNL,VIPA-R PHILIPPINES SERVICES INC,,,,,,PHMNL
OSEINTSEL,"OSEANS INTL CO., LTD",,,,,,KRSEL
INTCARBNE,INTERPORT CARGO SERVICES PTY LTD,,,,,,AUBNE
CHRDIOCEB,CHRISTIAN DIOR PH CEBU,,,,,,PHCEB
EMBDEEAFE,EMBAJADA DE ESPAÑA EN FILIPINAS,,,,,,PHMNL
ANDINTCEB,ANDUILLER INT'L. SALES CORP.,,,,,,PHCEB
PLANETSHG,PLANET HOLDINGS LIMITED,,,,,,CNSHG
HANFOUJED,HANGAR FOUR CO. LTD,,,,,,SAJED
HMCMONMNL,HMCS MONTREAL C/O SORIAMONT STEAMSHIP AGENCIES INC,,,,,,PHMNL
GMCONSCEB,"ASUNCION, JOHN PAUL MAHINAY",,,,,,PHCEB
ACCLABGDH,ACCUMAX LAB DEVICES PRIVATE LIMITED (SEZ),,,,,,INGDH
SHATIASHA,SHANGHAI TIANYU REFRIGERATOR EQUIPMENT,,,,,,CNSHA
JABCIRLAX,JABIL CIRCUIT DE CHIHUAHUA,,,,,,USLAX
NSCSTAAGL,NSCR ANGELES STATION,,,,,,PHAGL
ECOVETMNL,ECOVET GROUP,,,,,,PHMNL
GRARESMNL,GRANVILLE RESTAURANTS PHILIPPINES INC.,,,,,,PHMNL
TOPDESDEN,TOPO DESIGNS LLC,,,,,,USDEN
LIMINDMNL,LIMCALY INDUSTRIES INCORPORATED,,,,,,PHMNL
GRANOUTAU,GRAND NOURRITURE INTERNATIONAL INC.,,,,,,PHTAU
AKITRAMNL,AKINITO TRADING AND INDUSTRIAL SERVICES INC.,,,,,,PHMNL
INDOPTAFE,INDIA OPTEL LIMITED,,,,,,INBOM
THAROAAFE,THADDAEUS ROAPC GALLERY,,,,,,KRICN
HUNXINCSX,"HUNAN XING YUAN TECHNOLOGY CO.,LTD",,,,,,CNCSH
MOUADVLYT,MOUNTAIN ADVENTURE NZ LTD.,,,,,,NZLYT
LPASUPSHA,LPA SUPPLY CHAIN LIMITED,,,,,,CNSGH
SOLGOYVR,"SOL-GO, INC",,,,,,CAVAN
PROTRAAFE,PROCOEX TRANSITARIOS S.A.,,,,,,ESMAD
CELMONCRP,CELESTICA LLC MONTERREY,,,,,,USCRP
SAMINDMNL1,"SAMINSCO INDUSTRIAL SALES, INC.",,,,,,PHMNL
MEDMEDMNL1,MEDEV MEDICAL DEVICES CORP,,,,,,PHMNL
NOGAVESTO,NO GA VENTURES,,,,,,SESTO
PIEMANMNL,PIETRUCHA MANUFACTURING (PHILIPPINES) INC.,,,,,,PHMNL
INTMICMNL1,INTERNATIONAL MICRO VILLAGE INC.,,,,,,PHMNL
SOGOMIMNL,SOGOMI CORPORATION,,,,,,PHMNL
STILLNUE,STILL GMBH,,,,,,DENUE
SEAHOUTPE,"SEAFOOD HOUSE CO., LTD",,,,,,TWTPE
CURTPEAFE,"CURIO PACK EXPO CO., LTD.",,,,,,TWTPE
TOORDELAX,"TO THE ORDER OF JPMORGAN CHASE BANK, N.A",,,,,,USLAX
5BROCEMNL,5-BROCEM CORPORATION,,,,,,PHMNL
LEIPUMHAM1,LEISTRITZ PUMPEN GMBH,,,,,,DEHAM
AABCONMNL,AAB CONSTRUCTION SOLUTIONS CORPORATION,,,,,,PHMNL
PRECENKLA,PREMIER CENTRE SERVICES SDN BHD,,,,,,MYKLA
NEWCOAMNL,NEW COAST LEISURE INC.,,,,,,PHMNL
MAIBACVSS,MAISON BACHEVILLIER SAS,,,,,,FRVSS
MACRELMNL,MACHINERY RELIABILITY SYSTEMS INC.,,,,,,PHMNL
PANLOGSHA,PANGEA LOGISTICS (CHINA) LTD.,,,,,,CNSGH
JINEVEXGA,"JINAN EVERGREEN GLASS CO., LTD.",,,,,,CNXGA
SHOSHIMNL,SHOGUN SHIPS CO INC.,,,,,,PHMNL
SYWAIPMNL,"SY, WAI PANG NG",,,,,,PHMNL
SAFOPEJNB,SAFAIR OPERATIONS PTY LTD,,,,,,ZAJNB
PRIAIRCAR,PRIME AIR CORP (USA),,,,,,PRCAR
PHIDYNMNL,PHILMED DYNASTY CORP.,,,,,,PHMNL
EXPFREMAA1,EXPO FREIGHT PRIVATE LIMITED (EFL GLOBAL – INDIA),,,,,,INMAA
LINENEMNL,"LINK ENERGIE INDUSTRIES CO, INC.",,,,,,PHMNL
SINSAMAFE,PT. SINAR SAMUDRA GLOBAL,,,,,,IDJKT
ITWSPESZG,"ITW SPECIALTY MATERIALS (SUZHOU) CO., LTD.",,,,,,CNSZG
SCHELEMNL1,SCHUMACHER ELEVATOR (ZHANGJIAGANG) INC,,,,,,PHMNL
PERRICMNL1,PERNOD RICARD WINEMAKERS PTY LTD.,,,,,,PHMNL
PHIPOSMNL,PHILIPPINE POST OFFICE,,,,,,PHMNL
AVEGLOSEP,AVEON GLOBAL TRANSPORTS SDN BHD,,,,,,MYSEP
DRULABMNL,"DRUGMAKER'S LABORATORIES, INC.",,,,,,PHMNL
PHIUROMNL,PHILIPPINE UROLOGICAL ASSOCIATION,,,,,,PHMNL
VFICEPSTT,V&F ICE PLANT AND COLD STORAGE INC.,,,,,,PHSTT
CHRDIOSIN,CHRISTIAN DIOR (SINGAPORE) PTE LTD.,,,,,,SGSIN
EQLINECMB,EQ LINES PVT LTD.,,,,,,LKCMB
MANPOWMNL,MANSILOC POWER CO. LTD.,,,,,,PHMNL
ASCPROPIB,ASCENDANT PROGRAM SERVICES LLC,,,,,,USURE
AFPPROMMX,AFP PROVISIONS AB,,,,,,SEMMA
DONREVMNL1,"DON REVY PHILIPPINES, INC.",,,,,,PHMNL
DONBOSMNL,"DON BOSCO COLLEGE, INC.",,,,,,PHMNL
PANINZBEG,PANOS INZENJERING DOO NOVI SAD,,,,,,RSBEG
TOPOPTMNL1,TOP OPTHALMIC PRODUCTS & SERVICES,,,,,,PHMNL
ROMPHIMNL,ROMBE PHILIPPINES INC.,,,,,,PHMNL
PROCULFUZ,PROFIT CULTURAL & CREATIVE GROUP CORPORATION,,,,,,CNFUZ
SUYCHIMNL,SUYCHICKEN CORPORATION,,,,,,PHDVO
PEPCOLCEB,"PEPSI-COLA PRODUCTS PHILS., INC.",,,,,,PHCEB
RJRRURILM,RJRT RURAL HALL CDC,,,,,,USILM
BARATSFXT,THE BARN AT STUDLEY,,,,,,GBFXT
MACROLMNL,MACROLITE CORPORATION,,,,,,PHMNL
GOLDSOMNL,GOLDSON COMPANY INCORPORATED,,,,,,PHMNL
INSPECMNL,INSPECIT INC,,,,,,PHMNL
CHRDIOSEL,CHRISTIAN DIOR COUTURE KOREA LTD.,,,,,,KRSEL
HANRUISZV,"HANGZHOU RUILIN TECHNOLOGY CO., LTD.",,,,,,CNSZH
ALTCOMMNL,ALTA COMIDA INC.,,,,,,PHMNL
CANNURPNS,THE CANVAS NURSERY,,,,,,USPNS
SOUGLOMNL,SOUTH GLOBAL CORPORATION,,,,,,PHMNL
APIGLOSIN1,API GLOBAL SINGAPORE PTE LTD,,,,,,SGSIN
EMMENTMNL,EMMANTECH ENTERPRISES,,,,,,PHMNL
MEDGRALJU,MEDNARODNI GRAFIČNI LIKOVNI CENTER,,,,,,SILJU
SIMHOMMNL,SIMPLY HOME AND CONSTRUCTION SUPPLIES OPC,,,,,,PHMNL
SINTRADXB,SINOON TRADING,,,,,,AEDXB
SIETROBOS,SIERRA TROPICAL LIMITED,,,,,,GBBOS
CONBRAROC,CONSTELLATION BRANDS U.S. OPERATIONS INC.,,,,,,USROC
ESHIPPMNL,E-SHIPPING AND LOGISTICS PHILS INC.,,,,,,PHMNL
DOLINTTAFE,"DOLPHIN INTERNATIONAL EXHIBITION LOGISTICS CO., LTD.",,,,,,TWTPE
FONVERMNL,FONTERRA VERDE HOLDINGS INC.,,,,,,PHMNL
WUYHONNGB,"WUYI HONGTAI STEEL DRINKWARE CO. LTD.,",,,,,,CNNBO
INIMARMNL,INITIUM MARKETING CORPORATION,,,,,,PHMNL
COCWONCZF,COCO WONDER,,,,,,FRCZF
HOLNAMCEB,HOLY NAME UNIVERSITY MEDICAL CENTER PERU DAYAG,,,,,,PHCEB
SHEAZISZX,"SHENZHEN A&Z INTERNATIONAL LOGISTICS CO., LTD",,,,,,CNSNZ
IDERETJNB,IDELIVER RETAIL SOLUTIONS (PTY) LTD,,,,,,ZAJNB
SEAFOODXB,SEALAND FOODSTUFF TRADING LLC,,,,,,AEDXB
ARCBEYJEA,"""ARCHALY BEYIK DAG"" HK",,,,,,AEJEA
HARSTAMNL,HARBOR STAR SHIPPING SERVICES INC - FMRLY. SEATOWS,,,,,,PHMNL
ARTCELMNL,ARTISAN CELLARS AND FINE FOODS INC,,,,,,PHMNL
GREASIMNL,GREEN ASIA RESOURCES CORPORATION,,,,,,PHMNL
MGEXEOMNL,"MG EXEO NETWORK, INC.",,,,,,PHMNL
CPCINTPNH,"CPCG INTERNATIONAL CO., LTD.",,,,,,KHPNH
PER888CEB,PERFICIENT 888 CONSUMER GOODS TRADING,,,,,,PHCEB
METENGCRK,METROJET ENGINEERING CLARK LIMITED,,,,,,PHCRK
AAGLOBBZB,"A&A GLOBAL INDUSTRIES, INC.",,,,,,
ACMUNICLT,ACME UNITED CORPORATION,,,,,,
ADVBUSLAX,ADVANCED BUSINESS STRATEGIES LLC,,,,,,
ADVDIRLAX,ADVANTAGE DIRECT INC.,,,,,,
ANCINGLAX,"ANCHOR INGREDIENTS CO., LLC",,,,,,
ANTSTRCHC,ANTONIO STRINGS LIMITED,,,,,,
APTSINAFE,APT SHOWFREIGHT (S) PTE LTD,,,,,,
APTHKGAFE,APT SHOWFREIGHT LTD. HONGKONG,,,,,,
APTSHOSGN,"APT SHOWFREIGHT VIETNAM CO., LTD.",,,,,,
ARAGALAFE,ARARIO GALLERY,,,,,,
ARTHOMTXA,ARTERIORS HOME,,,,,,
ASHTABAKL,ASHTABULA,,,,,,
ATALANECG,ATALANTA CORPORATION,,,,,,
ATANORLUX,ATANOR S.C.A,,,,,,
BALBRANYC,BALSAM BRANDS INC,,,,,,
BALBRALAX,BALSAM BRANDS INCORPORATED,,,,,,
BANDSAPAR,BANDAI SA,,,,,,
BASCLEPEN,BASAN CLEANROOM MALAYSIA SDN BHD,,,,,,
BAUINTCHS,"BAUER INTERNATIONAL PURVEYORS, LLC",,,,,,
BIABISIZM,BIANCHI BISIKLET SANAYI VE TICARET LIMITED SIRKETI,,,,,,
BININTHBG,BINDER INTERNATIONAL GMBH & CO. KG,,,,,,
BLADIASLC,BLACK DIAMOND DISTRIBUTION CENTER,,,,,,
BRICOLANT,BRICOLUX,,,,,,
CJNGMP,C.J.N. COMPANY,,,,,,
CDIENTIAH,CDI ENTERPRISES LLC,,,,,,
CEFPRESZN,CEFETRA PREMIUM OILS USA,,,,,,
CELDELVAL,CELULOSA DE LEVANTE S A,,,,,,
CHIRETLAX,"CHICOS RETAIL SERVICES, INC.",,,,,,
CHRDESLGB,CHRISTMAS DESIGNERS.COM LLC,,,,,,
CURKULAFE,CURIO PACK SDN BHD,,,,,,
DANCHISHA,DANISCO (CHINA) CO. LTD.,,,,,,
DCLLOGSDF,DCL LOGISTICS,,,,,,
DECMACRTM,DECKERS MACAU LIMITED,,,,,,
DUNSPOCHS,DUNLOP SPORTS GROUP AMERICAS,,,,,,
ETHALLJFK,ETHAN ALLEN GLOBAL INC.,,,,,,
ETHALLGOH,ETHAN ALLEN OPERATIONS INC,,,,,,
FMAYERMEL,F. MAYER IMPORTS PTY LTD.,,,,,,
FALTOOCJB,FALCON TOOLINGS,,,,,,
FASPURONA,FASTENAL COMPANY PURCHASING,,,,,,
FASMEXMEX,FASTENAL MEXICO S DE RL DE CV,,,,,,
FENOUTDEN,FENIX OUTDOOR IMPORT LLC,,,,,,
FLEMANMEX,FLEXTRONICS MANUFACTURING MEXICO,,,,,,
FOOFORLAX,"FOOD FOR ALL, INC.",,,,,,
FOOINTSFO,FOODASIA INT'L CORP.,,,,,,
FUJTRETPE,"FUJIN TREE CULTURAL CREATIVE & TECHNOLOGY CO., LTD.",,,,,,
GICODABCN,GICODA S.L,,,,,,
GLOCOMHWD,GLOBAL COMMODITIES CORP.,,,,,,
,GLOBAL POWER LOGISTICS SERVICES INC.,,,,,,
GRAINT2KS,GRAINGER INTERNATIONAL INC. AKA GRAINGER GLOBAL SOURCING,,,,,,
GYEYACICN,GYEONGNAM YACHT FEDERATION,,,,,,
,HAMMERHEAD SPEARFISHING CORPORATION,,,,,,
HAMLUMPDX,HAMPTON LUMBER SALES,,,,,,
HARCONMDW,HARTLAND CONTROLS LLC,,,,,,
HENLAMBRE,HENRY LAMOTTE OILS GMBH,,,,,,
HONCYBHKG,HONGKONG CYBORWELL INTERNATIONAL LIMITED,,,,,,
HOTLOBPER,HOTEL LOBBY RUM PTY. LTD.,,,,,,
INTASIMAC,INTERBLOCK ASIA PACIFIC PTY LTD.,,,,,,
INTNHDAAR,INTERNATIONAL N&H DENMARK APS,,,,,,
INVSECOLS,INVUE SECURITY PRODUCTS INC.,,,,,,
JULISKJFK,JULISKA,,,,,,
KINFRELAX,KING FREIGHT NEW YORK INC.,,,,,,
LAROSEHSA,LA ROSE NOIRE EUROPE AG,,,,,,
LANENDJVL,LANDS' END,,,,,,
LANENDDBQ,LAND'S END,,,,,,
LANDSELB3,LANDS’END INC.,,,,,,
LEVIMPVLC,"LEVANTE IMPORTACION Y EXPORTACION, S.L",,,,,,
LITASILAX,LITTELFUSE ASIA SALES B.V,,,,,,
LULATHBHX,LULULEMON ATHELTICA CANADA INC.,,,,,,
LULATHRTM,LULULEMON ATHLETICA CH GMBH,,,,,,
MACCHINYC,"MACKENZIE-CHILDS, LLC",,,,,,
MAEATLNYC,MAERSK ATLANTA,,,,,,
MARJACNYC,MARC JACOBS INTERNATIONAL LLC,,,,,,
MARJACYTN,MARC JACOBS INTERNATIONAL LLC,,,,,,
MARJACHKG,MARC JACOBS INTERNATIONAL LLC,,,,,,
MARJACMRH,"MARC JACOBS INTERNATIONAL LLC, C/O",,,,,,
MARSPEAIO,MARKS & SPENCER MARINOPOULOS GREECE,,,,,,
MCGEESLC,MCGEE AND CO,,,,,,
MGACCEMIA,"MG ACCESSORIES & DISTRIBUTION, INC",,,,,,
MINOFIMPM,MINISTRY OF INTERIOR OF THE REPUBLIC OF MOZAMBIQUE,,,,,,
MIZUNOSIN,MIZUNO SINGAPORE PTE LTD,,,,,,
MOREDULAX,"MORAVIA EDUCATION INC, ASN",,,,,,
MOUADVLYT,MOUNTAIN ADVENTURE NZ LTD.,,,,,,
NICRICPLU,NICE AND RICH CREATION LTD,,,,,,
NOMATILAX,"NOMATIC, LLC",,,,,,
PAIEYELAX,PAIR EYEWEAR,,,,,,
PAMFOOSFO,"PAMANA FOODS 88, INC., U.S.A.",,,,,,
PLABANLAX,PLASTIC BANK RECYCLING CORPORATION,,,,,,
PORLEAAUS,PORTLAND LEATHER GOODS,,,,,,
PRIINTYVR,PRIMO INTERNATIONAL,,,,,,
PROTRAAFE,PROCOEX TRANSITARIOS S.A.,,,,,,
RAMBATSFO,"RAMCAR BATTERIES, INCORPORATED",,,,,,
RIFPAPLAX,RIFLE PAPER CO.,,,,,,
ROBBOSCHS,ROBERT BOSCH LLC,,,,,,
ROGCLECHS,"ROGER CLEVELAND GOLF CO., INC.",,,,,,
ROGEXPSIN,ROGERS EXPO SERVICES (SINGAPORE) PTE LTD,,,,,,
ROGPOULAX,ROGIER POULTRY SUPPLIES,,,,,,
RUNTHAKCB,RUNGSAPPATTANA (THAILAND) COMPANY LIMITED,,,,,,
SEAFOOYVR,SEASIA FOODS LTD.,,,,,,
SECRSGSIN,SECRETLAB SG PTE. LTD.,,,,,,
SERLILOAK1,SERENA & LILY INC.,,,,,,
,"SHANGHAI AZ LOGISTICS CO.,LTD.",,,,,,
,SHENZHEN LINGYUE INTERNATIONAL LOGISTICS CO.LTD,,,,,,
SHIBISAMR,SHIMANO BISIKLET PARCA VE EKIPMANLA,,,,,,
SHIEURNUN,SHIMANO EUROPE B.V.,,,,,,
SIMPLISAV,"SIMPLISAFE, INC.",,,,,,
SLCDISSLC,SLC DISTRIBUTION CENTER BLACK DIAMOND EQUIPMENT LTD.,,,,,,
SOUASIMDW,SOURCE ASIA INC.,,,,,,
SUNTRADOH,SUNRISE TRADING & FOOD STUFF CO.,,,,,,
TELFARNYC,TELFAR HOLDING INC.,,,,,,
MARGROSYD,THE MARKET GROCER,,,,,,
SAUPLASDF,THE SAUNA PLACE,,,,,,
THEUSALAX,THERMALTAKE USA INC,,,,,,
THERMOADT,THERMOGREEN SL,,,,,,
THLGOUYVR,THL GOURMET FOODS INC.,,,,,,
THUCANYVR,THULE CANADA INC.,,,,,,
THULELAX,THULE INC.,,,,,,
TIMPAGFXT,TIM PAGE CARPETS,,,,,,
TMAAUSMEL,TMA AUSTRALIA PTY. LIMITED,,,,,,
TOPDESDEN,TOPO DESIGNS LLC,,,,,,
TOWCOUSOU,TOWN & COUNTRY FINE FOODS,,,,,,
TRAORGLAX,"TRADIN ORGANICS USA, LLC",,,,,,
TRANETWKZ,"TRANSFORMERS NETWORK, INC.",,,,,,
TRANETMDW,"TRANSFORMERS NETWORK, INC. DBA PHOENIX INTERNATIONAL FREIGHT SERVICES, INC.",,,,,,
TREBICAMS,TREK BICYCLE,,,,,,
TRUHAISGN,TRUONG HAI AGRICULTURE JOINT STOCK COMPANY,,,,,,
UBICQULAX,UBICQUIA INC.,,,,,,
UNIRAWNYC,UNIVERSAL RAW INGREDIENTS LLC,,,,,,
UNLSPOPIR,UNLIMITED SPORTS SA,,,,,,
VARWHORIC,"VARIETY WHOLESALERS, INC.",,,,,,
VERRECHUF,VERDECO RECYCLING MIDWEST INC,,,,,,
VISTEOLAX,VISTEON,,,,,,
VOSBEENSA,VOSSLOH BEEKAY CASTINGS LIMITED,,,,,,
VUORJDLAX,VUORI C/O JD GROUP,,,,,,
WELTEGHAM,WELTPARTNER EG,,,,,,
WONWORLAX,WONDER WORKSHOP INC.,,,,,,
YETCOOIAH,YETI COOLERS LLC,,,,,,
YETILAX,YETI CORPORATION,,,,,,
ZHEJIAAFE,"ZHEJIANG JIADE PACKING MACHINERY CO., LTD.",,,,,,
ZODPOOLAX,ZODIAC POOL SYSTEMS LLC,,,,,,
AAZMARDVO,"AAZ MARKETING, INC.",,,,,,PHDVO
ACCTECMNL,ACCUTEST TECHNOLOGIES PHILIPPINES INC,,,,,,PHMNN
ACEINDCEB,ACE INDUSTRIAL SALES,,,,,,PHMNN
ADVCONMNL,ADVANTAGE CONCRETE INDUSTRIES CORP.,,,,,,PHMNN
ADVNATMNL,ADVANCED NATURAL NUTRITION,,,,,,PHMNL
AGPCORMNL,AGP CORPORATION,,,,,,PHMNL
AGRPREMNL,"AGRIPRO PREMIER NUTRITION, INC",,,,,,PHMNL
AIRDRIMNL,AIRDRIVE INDUSTRIAL CORPORATION,,,,,,PHMNN
ALLAUTMNL,ALLIANCE AUTO & TRUCK REBUILDERS INC.,,,,,,PHMNN
ALLTRAMNL,"ALL TRANSPORT NETWORK, INC.",,,,,,PHMNN
ALSTRAMNL1,"ALSTOM TRANSPORT CONSTRUCTION PHILIPPINES, INC.",,,,,,PHMNN
ALTFAIMNL,ALTA FAIRS AND EXHIBITS,,,,,,PHMNN
ALTFAIMNL1,ALTA FAIRS AND EXHIBITS CORPORATION,,,,,,PHMNN
ALTGLOMNL,"ALTA GLOBAL SERVICES, INC.",,,,,,PHDVO
AMEPOWMNL,AMERICAN POWER CONVERSION CORPORATION (A.P.C),,,,,,PHCEB
ARMJESCEB,ARMIE JESALVA FOUNDATION INC.,,,,,,PHCEB
ARRMARCEB,ARRK MARKETING INC.,,,,,,PHMNL
ARTCELMNL,ARTISAN CELLARS AND FINE FOODS INC,,,,,,PHMNN
ASHDISMNL,ASHLEY DISTRIBUTORS SEA CO LTD.,,,,,,PHMNN
ATLPACMNL1,ATLAS PACIFICA VENTURES OPC,,,,,,PHMNL
AUTSAFCEB,"AUTOLIV CEBU SAFETY MANUFACTURING, INC.",,,,,,PHMNS
AVEMARMNL,AVESCO MARKETING,,,,,,PHMNS
BANSENMNL,BANGKO SENTRAL NG PILIPINAS,,,,,,PHMNS
BBRAAVIMNL,B. BRAUN AVITUM PHILIPPINES INC.,,,,,,PHMNN
BBRAMETMNL,B. BRAUN MEDICAL SUPPLIES INC.,,,,,,PHMNL
BENINDMNL,BENGAR INDUSTRIAL CORPORATION,,,,,,PHMNL
BERMARCEB,BEROVAN MARKETING INC.,,,,,,PHMNL
BINCONCEB,BINOREZ CONSUMER GOODS TRADING,,,,,,PHMNL
BOEMATMNL,BOEING MATERIAL HANDLING CORPORATION,,,,,,PHMNS
BOOONLMNL,"BOOZE ON-LINE, INC.",,,,,,PHMNL
BROCOMMNL,"BROWNFLY COMMERCIAL AND INDUSTRIAL SERVICES, INC.",,,,,,PHMNN
BVTRADLIP,B & V TRADING,,,,,,PHMNN
CAMINDMNL1,CAMDEN INDUSTRIES INC.,,,,,,PHMNN
CAMINTMNL,CAMDEN INTERNATIONAL SALES INC,,,,,,PHMNN
CASINTMNL,"CASES INTERNATIONAL, PHILS. INC.",,,,,,PHMNN
CAYEQUMNL,CAYEBEL EQUIPMENT INC,,,,,,PHMNL
CEBATLCEB,CEBU ATLANTIC HARDWARE INC.,,,,,,PHMNS
CEBPROCEB,CEBU PROGRESS COMMERCIAL/VERDE LINEAR CORPORATION,,,,,,PHMNS
CENLIGMNL,CENIT LIGHTING PHILIPPINES INC.,,,,,,PHMNN
CENMEDMNL,CENTRO-MED ENTERPRISES,,,,,,PHMNN
CHAPOKMNL,CHAROEN POKPHAND FOODS PHILIPPINES CORP.,,,,,,PHMNN
CHEPHIMNL,"CHEMICO PHILIPPINES, INC.",,,,,,PHMNN
CHRMISCEB,CHRISTIAN MISSIONARY BAPTIST CHURCH,,,,,,PHMNL
CIBLIFMNL,CIBES LIFT PHILIPPINES INC,,,,,,PHMNN
