"Code","Shipper Name","Exporter Category","Default Currency","Country","Default Incoterm","Primary Address","Pick Address","Primary Contact","Default UNLOCO"
"NEOPEMDTM","NEOSID PEMETZRIEDER GMBH & CO. KG","","","","","","","","DEDTM"
"OMSSHIDVO","OMS SHIPPING SERVICES AND LOGISTICS INC.","","","","","","","","PHDVO"
"SOMTHABKK","SOMFY (THAILAND) COMPANY LIMITED.","","","","","","","","THBKK"
"XERCOLTAE","XERA CO.,LTD","","","","","","","","KRTAE"
"DONZHOSZX1","DONGGUAN ZHONGLI INSTRUMENT TECHNOLOGY CO. LTD","","","","","","","","CNSNZ"
"WESTINMNL","THE WESTIN MANILA","","","","","","","","PHMNL"
"GUCGUCFSL","GUCCI GUCCI S.P.A","","","","","","","","ITFSL"
"ORBCOMAFE","ORBIT COMMUNICATION SYSTEMS LTD.","","","","","","","","ILTLV"
"JIAHEMXGN","JIAXING HEMI OUTDOOR PRODUCT COME., LTD","","","","","","","","CNXGN"
"SERITSAFE","SERVO IT SOLUTIONS OPC","","","","","","","","PHMNL"
"SHANARSHA","SHANGHAI NARUOTAN PHARMA AND FOOD MACHINARY CO., LTD.","","","","","","","","CNSHA"
"CEPEXHAFE","CEP EXHIBITS","","","","","","","","USCHI"
"ASFLEXWEF","AS-FLEX CHAIN CO.,LTD","","","","","","","","CNWEF"
"DERTUMAFE","DEREK TUMALA","","","","","","","","PHMNL"
"RELROBLAX","RELAY ROBOTICS","","","","","","","","USLAX"
"QINLUOAFE","QINGDAO LUOBO MACHINERY CO., LTD","","","","","","","","CNQIN"
"HAIHUOCLI","HAI HUONG SEAFOOD JOUNT STOCKCOMPANY (HHFISH)","","","","","","","","VNCLI"
"ELETECSZX","ELEGENT TECHNOLOGY CO.,LTD LIMITED","","","","","","","","CNSNZ"
"HAIJINJGX","HAIZHILI (JINGSHAN) MACHINE TECHNOLOGY CO.,LTD.","","","","","","","","CNJGX"
"TITARMGES","TITAN ARMORED CARS AND SERVICES INC","","","","","","","","PHGES"
"PAYPLANZN","PAYTON PLANAR MAGNETICS LTD","","","","","","","","ILNZN"
"ARAAERAKL","ARANDEE AEROSPACE","","","","","","","","NZAKL"
"WFLEQUMNL","WFL EQUIPMENT INTEGRATION CORP","","","","","","","","PHMNL"
"XIACOMAFE","XIAMEN COMACCORD LOGISTICS CO.,LTD.","","","","","","","","CNXIA"
"TRPLASNUE","TR PLAST GMBH","","","","","","","","DENUE"
"ARTINFAFE","ARTIN FINE ARTS","","","","","","","","KRSEL"
"EVEINDMNL1","EVERBRIGHT INDUSTRY CORPORATION","","","","","","","","PHMNL"
"LAPEREMNL","LA PEREGRINA FILIPINA, INC.","","","","","","","","PHMNL"
"USARTCAFE","U.S.ART COMPANY, INC.","","","","","","","","USBOS"
"LODERTM","LODE B.V","","","","","","","","NLRTM"
"SUZRUISHA","SUZHOU RUIMIT ELECTRONIC TECHNOLOGY CO., LTD","","","","","","","","CNSHA"
"PANELESKP","PANASONIC ELECTRIC WORKS ELEK SAN VE TIC A.S.","","","","","","","","TRSKP"
"AXXMARSZX","AXXEL MARKETING (SHENZHEN) TRADING LTD","","","","","","","","CNSZX"
"MATSINLGB","MATSING INC.","","","","","","","","USLGB"
"FABRINBKK","FABRINET CO., LTD","","","","","","","","THBKK"
"ZHEINTSHG","ZHEJIANG INTERNATIONAL E-COMMERCE HOLDINGS CO. LTD.","","","","","","","","CNSHG"
"ASICOCCTN","ASIA COCONUT PROCESSING JOINT STOCK COMPANY","","","","","","","","VNCTN"
"ANHMINNKG","ANHUI MINGDE MEDICAL-CARE PRODUCTS CO; LTD.","","","","","","","","CNNJI"
"COOEDIXIY","COOPER EDISON (PINGDINGSHAN) ELECTRONIC TECHNOLOGIES CO., LTD","","","","","","","","CNXIA"
"ZHOHENNSA","ZHONGSHAN HENGEN LIGHTING CO., LIMITED","","","","","","","","CNNSA"
"JINHENYIU","JINAN HENSGRAND INSTRUMENT CO. LTD.","","","","","","","","CNYIU"
"BRANMEAFE","BRAND ME","","","","","","","","MYKUL"
"ALSRAIGOT","ALSTOM RAIL SWEDEN AB","","","","","","","","SEGOT"
"BONFINAFE","BONDS FINE ART LOGISTICS COMPANY LIMITED","","","","","","","","HKHKG"
"AIKDIAPPA","AIKANG DIAGNOSTIC CO, LTD","","","","","","","","CNPPA"
"COPFOOGQQ","COPERION FOOD EQUIPMENT LLC","","","","","","","","USGQQ"
"CASCUEMEX","CASA CUERVO, S.A. DE C.V","","","","","","","","MXMEX"
"TEPGSIN","TEPG PTE LTD.","","","","","","","","SGSIN"
"PHIARTAFE","PHILIPPINE ART EVENTS, INC.","","","","","","","","PHMNL"
"TECSYSCDG","TEC SYSTEM","","","","","","","","FRCDG"
"DAEHIMSEL","DAEHAN IM CO LTD","","","","","","","","KRSEL"
"REDINGMNL","REDACHEM INGREDIENTS PHILIPPINES INC","","","","","","","","PHMNL"
"PANMANMNL1","PANASONIC MANUFACTURING PHILIPPINES CORPORATION","","","","","","","","PHMNL"
"ICOPACPET","ICON PACKAGING SDN BHD","","","","","","","","MYPET"
"CHIFAWJIL","CHINA FAW GROUP IMPORT & EXPORT CO., LTD.","","","","","","","","CNJIL"
"UNIILOAFE","UNIVERSITY OF THE PHILIPPINES VISAYAS MIAGAO","","","","","","","","PHILO"
"IPOSOLMNL","IPOLYMER SOLUTIONS CORPORATION","","","","","","","","PHMNL"
"NAVPACLAX","NAVIS PACK & SHIP","","","","","","","","USLAX"
"REASCMWUH","REALOGISTICS SCM (WUHAN).,LTD.","","","","","","","","CNNHN"
"DAISCIAFE","DAIHAN SCIENTIFIC CO., LTD","","","","","","","","KRSEL"
"WAVDESMNL","WAVELINK DESIGN UNLIMITED, INCORPORATED","","","","","","","","PHMNL"
"COCHARGES","COCO HARVEST INC.","","","","","","","","PHGES"
"SHACOSNSA","SHANGHAI COSTELLA HARDWARE BUILDING MATERIALS CO. LTD.","","","","","","","","CNNSA"
"LUCINNMNL","LUCKY INNOVATIVE MANUFACTURING CORP.","","","","","","","","PHMNL"
"CENTRUPRGAFE","CENTRUMSPED S.R.O.","","","","","","","","CZPRG"
"HASKELLAX","THE HASKELL COMPANY","","","","","","","","USLAX"
"NINFRENGB1","NINGBO FREE TRADE ZONE TENSO MEDICAL INSTRUMENTS CO., LTD","","","","","","","","CNNBO"
"MAXGUATIH","MAXCARE (GUANGZHOU) COSMETICS CO., LTD","","","","","","","","CNTIH"
"YUECHAYUE","YUEQING CHAOXIANG IMPORT AND EXPORT CO.,LTD","","","","","","","","CNYUE"
"NEXWISPJA","NEXUS WISE SDN BHD","","","","","","","","MYPJA"
"COOLWISIN","COOLWISE PTE LTD","","","","","","","","SGSIN"
"TOPREFJKT","PT. TOPRE REFRIGERATOR INDONESIA","","","","","","","","IDJKT"
"AROSERVAP","AROMO SERVIEXPORT LTDA.","","","","","","","","CLVAP"
"DANALLMNL","DANNIEVHER ALLAYNE REYES ATIENZA","","","","","","","","PHMNL"
"JIAHUIJSU","JIANGSU HUILIAN ACCESS FLOOR CO., LTD.","","","","","","","","CNJSU"
"EZSHONHKG","EZSVS (HONGKONG) CO. LIMITED","","","","","","","","HKHKG"
"KIETOOMDW","KIE TOOLS LLC","","","","","","","","USCHI"
"OUTSHAAFE","OUTSHAPED","","","","","","","","USORD"
"OLDBUSBFS","THE OLD BUSHMILLS DISTILLERY CO LTD","","","","","","","","GBBEL"
"SOUJPOMNL","SOUTHERN J POWER ELECTRIC","","","","","","","","PHMNL"
"COSINDJKT","PT COSMAX INDONESIA","","","","","","","","IDJKT"
"VAPHEASHG","VAPO HEALTHCARE CO.,LTD.","","","","","","","","CNSHG"
"HYOGOOSEL","HYOSUNG GOODSPRINGS INC.","","","","","","","","KRSEL"
"JUXHURDEZAFE","JUXIN HURSBANDRY EQUIPTMENT CO., LTD","","","","","","","","CNDEZ"
"SANMIGSHA","SAN MIGUEL FOODS INC","","","","","","","","CNSHA"
"MROMARPUC","MRO MARKET SDN BHD","","","","","","","","MYPUC"
"OCAVILAFE","OCA VILLAMIEL","","","","","","","","PHMNL"
"YANPRETPE","YANSHENG PRECISION CO LTD.","","","","","","","","TWTPE"
"ELIINTTPE","ELIZ INTERNATIONAL FURNITURE CO., LTD","","","","","","","","TWTPE"
"ULTHEAGAN","ULTRAHUMAN HEALTHCAREPRIVATE LIMITED","","","","","","","","INGAN"
"ENSILISIN","ENSILIO","","","","","","","","SGSIN"
"ROTAIRCRO","ROTAIR S.P.A","","","","","","","","ITCRO"
"FEPPRIMNL1","FEP (PRINT TOWN), INC.","","","","","","","","PHMNL"
"POLETTMIL","POLETTO SRL","","","","","","","","ITMIL"
"NAYAXTLV","NAYAX LTD.","","","","","","","","ILTLV"
"TAIGEMAFE","TAIS GEMI INSA VE TEKNOLOJI A.S.","","","","","","","","TRIST"
"ZHEZORZHE","ZHEJIANG ZOREYA COSMETIC CO.,LTD.","","","","","","","","CNZHE"
"DECAUSSYD","DECO AUSTRALIA PTY LTD","","","","","","","","AUSYD"
"TRAASSOAK","TRANSCONTINENTAL ASSOCIATES","","","","","","","","USOAK"
"CABTWIMNL","CABLEFLEX TWINGGEAR CORP.","","","","","","","","PHMNL"
"FLEBALVFA","FLEXUS BALASYSTEM","","","","","","","","SEVFA"
"GUAYIYCAN","GUANGDONG YIYANG HOSE CO., LTD","","","","","","","","CNGGZ"
"MATCONFXT","MATCON LTD","","","","","","","","GBFXT"
"NINYINNGB8","NINGBO YINZHOUYUHAN IMPORT & EXPORT CO.,LTD.","","","","","","","","CNNBO"
"EDAMAMMNL","EDAMAMA","","","","","","","","PHMNL"
"TATBEAWNI","TAT BEARING PTE LTD.","","","","","","","","HKWNI"
"XUYIOUZSN","XU YI OU GE ELECTRONIC CO.,LTD","","","","","","","","CNZSN"
"DOLINTAFE","DOLPHIN INTERNATIONAL EXHIBITION LOGISTICS CO LTD","","","","","","","","TWTPE"
"FOSSOTFOS","FOSHAN SOTOP KITCHEN AND BATH CO. LTD.","","","","","","","","CNFOS"
"BUCPUMLAX","BUCKHORN PUMPS, INC.","","","","","","","","USLAX"
"VIEFUXHPH","VIETNAM FUXIN ALUMINUM CO. LTD.","","","","","","","","VNHPH"
"FOSGUMCAN","FOSHAN GUMAN IMPORT&EXPORT CO.,LTD","","","","","","","","CNCAN"
"MANEDGNYC","MANUFACTURERS EDGE, INC.","","","","","","","","USNYC"
"MEDMEDHKG","MEDCAPTAIN MEDICAL TECHNOLOGY (HONGKONG) LIMITED","","","","","","","","HKHKG"
"GUAGESCAN","GUANGZHOU GESU1 TRADING CO.,LTD.","","","","","","","","CNGGZ"
"VITLOGPRG","VIT LOGISTICS S.R.O","","","","","","","","CZPRG"
"CRABTRSOU","CRABTREE","","","","","","","","GBSOU"
"HONINTQDG","HONGTYRE INTERNATIONAL FZE","","","","","","","","CNQDG"
"PEOOFLAFE","PEOPLE OF LOGISTICS","","","","","","","","KRSEL"
"SHATANKHH","SHANG TANG AGRICULTURE CO., LTD","","","","","","","","TWKHH"
"UNICOMMNL1","UNIVERSAL COMMERCIAL CORPORATION","","","","","","","","PHMNL"
"SHAJIUSAD","SHANDONG JIUDENG INDUSTRIAL CO LTD","","","","","","","","CNSAD"
"MINOFEBIO","MINISTRY OF ENERGY AND ENERGY INDUSTRIES","","","","","","","","ESBIO"
"SHEFANSZX","SHENZHEN FANGCHENG TECH CO.TD","","","","","","","","CNSNZ"
"NUVHOMLGB","NUVE HOME","","","","","","","","USLGB"
"SANMIGMNL1","SAN MIGUEL FOODS INC.","","","","","","","","PHMNL"
"HONCYBHKG","HONGKONG CYBORWELL INTERNATIONAL LIMITED","","","","","","","","HKHKG"
"IFERNMDL","I-FERN CORPORATION","","","","","","","","PHMDL"
"AUTPARBKK","AUTO PARTS ASIA CO. LTD","","","","","","","","THBKK"
"AAAPHAMNL","AAA PHARMA INC","","","","","","","","PHMNL"
"MANTESMXP","MANIFATTURA TESSILE PIEROZZI","","","","","","","","ITMXP"
"3VSIGMGGE","3V SIGMA USA INC.","","","","","","","","USGGE"
"MASHEADEL","MASCOT HEALTH SERIES PVT LTD","","","","","","","","INDEL"
"PREJOHTPE","PREFCO-JOHNSONTECH AIR CONTROL INC.","","","","","","","","TWTPE"
"RJFINEAFE","R & J FINE ART","","","","","","","","KRSEL"
"ASTLOGAFE","AST LOGISTICS SDN BHD","","","","","","","","MYKUL"
"IRICOCRIZ","IRIE COCONUT PRODUCT MANUFACTURING INC.","","","","","","","","PHRIZ"
"PARHANJBK","PARKER HANNIFIN VERIFLO","","","","","","","","USJBK"
"NOVOMAGPK","NOVOMATIC AG","","","","","","","","ATGPK"
"PEGGASGE2","PEGORARO GAS TECHNOLOGIES SRL","","","","","","","","ITGE2"
"WESCITMNL","WESTSIDE CITY INC.","","","","","","","","PHMNL"
"HENPROMEZ","HENAN PROSPER & COLOMER MODA CO., LTD","","","","","","","","CNMEZ"
"MIUSINMNLAFE","MIURA SINGAPORE CO PTE. LTD. - PHILIPPINE BRANCH","","","","","","","","PHMNL"
"NISPHIMNL","NISSAN PHILIPPINES INC.","","","","","","","","PHMNL"
"SMASOLHAJ","SMA SOLAR TECHNOLOGY AG","","","","","","","","DEHAJ"
"KUULOGCPH","KUUBE LOGISTICS APS","","","","","","","","DKCPH"
"ALUPVECAN","ALUMSOLAR PV ENGINEERING CO., LTD.","","","","","","","","CNGGZ"
"SHELEFAFE","SHENZHEN LE FEET INNOVATION TECH CO","","","","","","","","HKHKG"
"PLEPLAMNL","PLEXCO PLASTIC PRODUCTS INC.","","","","","","","","PHMNL"
"FIAASISIN","FIAMM ASIA PACIFIC PTE LTD","","","","","","","","SGSIN"
"CHUJAPNGO","CHUBU CORPORATION JAPAN","","","","","","","","JPNGO"
"PURMANNTL","PURITEX MANUFACTURER (M) SDN BHD","","","","","","","","MYNTL"
"LAKOSSCK","LAKOS CORPORATION","","","","","","","","USSCK"
"VICBERIAH","VICTAULIC BERMAD TECHNOLOGIES","","","","","","","","USHOU"
"HINMOTTYO","HINO MOTORS LTD.","","","","","","","","JPTYO"
"REEMOLXFW","REEL MÖLLER GMBH","","","","","","","","DEXFW"
"REGGLOMEM","REGULUS GLOBAL INC.","","","","","","","","USMEM"
"COMINDAFE","COMPAK INDUSTRIAL MACHINERY TRADING","","","","","","","","PHMNL"
"WASTECAFE","WASSER TECH CO.,LTD.","","","","","","","","THBKK"
"PIOTRAKWN","PIONEER TRADE LTD","","","","","","","","HKKWN"
"SHABHCSHA","SHANGHAI BHC LOGISTICS TECHNOLOGY CO.,LTD.","","","","","","","","CNSGH"
"STAINTNUE","STABILO INTERNATIONAL GMBH","","","","","","","","DENUE"
"CENGLOFRA","CENTRAL GLOBAL CARGO GMBH","","","","","","","","DEFRA"
"SOFCORMNL","SOFITEC CORP.","","","","","","","","PHMNL"
"OCTCHEMNL","OCTOEIGHT CHEMICAL CORPORATION","","","","","","","","PHMNL"
"PROOPTMNL","PROVIEW OPTICS PHILS. INC","","","","","","","","PHMNL"
"GOOMANSFS","GOOD MANUFACTURING (PH) LEATHERS INC","","","","","","","","PHSFS"
"ROSCONMFM","ROSE CONTAINERLINE, INC","","","","","","","","MOMFM"
"JDMFURMNL","JDM FURNISHINGS","","","","","","","","PHMNL"
"CDGPACMNL","CDG PACIFIC CONSOLIDATION AND TRADING INC","","","","","","","","PHMNL"
"TAPAVOBGY","TA PAVONI ITALIA S.P.A.","","","","","","","","ITBGO"
"VERPHIAFE","VERSA GROUP PHIL. CORP.","","","","","","","","PHMNL"
"J4LDA","J4 S.R.O","","","","","","","","CZLDA"
"MISKOKHND","MISUZU KOKI CO., LTD.","","","","","","","","JPHND"
"DIVIRVBNE","DIVINA IRVIN","","","","","","","","AUBNE"
"TSYINDMNL","T'SYS INDUSTRIAL CONTROLS INC.","","","","","","","","PHMNL"
"TAEVINVLM","TAEYANG VINA CO., LTD","","","","","","","","VNVLM"
"ARTINSTAFE","ARTSPLUS INSTITUTE OF CONTEMPORARY ARTS","","","","","","","","JPTYO"
"DESCORMNL","DESCORP INC.","","","","","","","","PHMNL"
"ENAWINAFE","ENABLING WIN INDIA PRIVATE LIMITED","","","","","","","","INBOM"
"AIRSEATPE","AIR SEA WORLDWIDE TAIWAN LTD","","","","","","","","TWTPE"
"FOOCHIAFE","FOONG CHI MOULD INDUSTRIES SDN BHD","","","","","","","","MYPEN"
"ESCONNAFE","ES CONNECTION IDEA (PHILS.) CORP","","","","","","","","PHMNL"
"KORHYDPUS","KOREA HYDRAULIC CO., LTD.","","","","","","","","KRPUS"
"MALSHEPKG","MALAYSIAN SH ELECTRONICS SDN BHD","","","","","","","","MYPKG"
"WANREFSHA","WANXIANG REFRIGERATION (SHANGHAI) CO.LTD","","","","","","","","CNSGH"
"FOSVAIJIU","FOSHAN VAIRTECH VENTILATION CO.TD.","","","","","","","","CNJIU"
"GAPRINMNL","GA PRINTING INCORPORATED","","","","","","","","PHMNL"
"FOOBEVMNL","FOOD & BEVERAGE, INC.","","","","","","","","PHMNL"
"GSIINTHKG","GSIGHT INTERNATIONAL LIMITED","","","","","","","","HKHKG"
"GUAJINBYU","GUANGZHOU JINXIU BIOTECHNOLOGY CO.,LTD","","","","","","","","CNBYU"
"NINROFAFE","NINGBO ROFF INDUSTRY COMPANY","","","","","","","","CNNGB"
"MPSOLASFS","MP SOLAR FAB SUBIC INC.","","","","","","","","PHSFS"
"LOYINDSIN","LOYAL INDUSTRIAL PTE LTD.","","","","","","","","SGSIN"
"SINSHAAFE","SINOTRANS SHANGHAI WELL-TRANS INTERNATIONAL LOGISTICS CO. LTD","","","","","","","","CNSHA"
"GUABINZUH","GUANGDONG BINGBING HEALTH CARE PRODUCTS LTD.","","","","","","","","CNZUH"
"REPROLAFE","REPROLIFE INC.","","","","","","","","JPTYO"
"BNTSCAMMX","B.N.T SCANDINAVIA AB","","","","","","","","SEMMA"
"MACENVSHU","MACCAFERRI ENVIRONMENTAL SOLUTIONS PVT. LTD","","","","","","","","INSHU"
"NATGRECAN","NATURE GREEN CO, LTD.","","","","","","","","CNGGZ"
"SAIGOBHGH1","SAINT-GOBAIN JOINLEADER (HANGZHOU) NEW MATERIALS CO., LTD","","","","","","","","CNHGH"
"SHAGOOSHA1","SHANGHAI GOODHOPE CO.,LTD.","","","","","","","","CNSGH"
"ORYTECNDA","ORYGGI TECHNOLOGIES PRIVATE LIMITED","","","","","","","","INNDA"
"BNWBAKLBA","BNW COMPANY (BAKERY SERVICES ) LTD","","","","","","","","GBBRF"
"PROGOVAFE","PROVINCIAL GOVERNMENT OF QUIRINO","","","","","","","","PHMNL"
"NEWTONMNL","NEWTON","","","","","","","","PHMNL"
"SHETECSZX1","SHENZHEN TECHO MEDICAL TECHNOLOGY CO.,LTD.","","","","","","","","CNSNZ"
"SENCARPRG","SENT CARGO S.R.O","","","","","","","","CZPRG"
"REHINDTPP","PT REHAU INDONESIA","","","","","","","","IDTPP"
"JHHARDDVO","JH HARDWARE CO.","","","","","","","","PHDVO"
"ALSPOLHAM","ALSTOM POLSKA S.A.","","","","","","","","DEHAM"
"SUNTRANSA","SUNRISE TRADING INDUSTRIAL COMPANY","","","","","","","","CNNSA"
"EYTKORAFE","EYTHOS KOREA","","","","","","","","KRICN"
"GROPACMIL","GROUP PACK SRL","","","","","","","","ITMIL"
"BRULIFSZX","BRUGG LIFTING SUZHOU CO. LTD","","","","","","","","CNSZX"
"SHAJKHSAD","SHANDONG JK HOUSEHOLD INDUSTRY CO., LTD","","","","","","","","CNSAD"
"HUAJINAFE","HUANGYAN JINZHUO PLASTIC MOULD FACTORY","","","","","","","","CNSUH"
"TUNINDSZX","TUNGWILLE INDUSTRY DEVELOPMENT(SZ) CO.,LTD","","","","","","","","CNSNZ"
"JINZHOJHA","JINHUA ZHONGYI FURNITURE CO.LTD.","","","","","","","","CNJHA"
"LPPTRADVO1","LPP TRADING CORP.","","","","","","","","PHDVO"
"MACALPMNL","MAC ALPHA OMEGA IND SALES INC.","","","","","","","","PHMNL"
"JUSBAUMNL","JUSTINE BAUTISTA","","","","","","","","PHMNL"
"EJGALLSCK","E. & J. GALLO WINERY","","","","","","","","USSCK"
"TERTRAPUC","TERBERG TRACTORS MALAYSIA SDN BHD","","","","","","","","MYPUC"
"JIAGONCAN","JIANGMEN GONGLY CO.,LTD","","","","","","","","CNGGZ"
"ANGINDAGL","ANGELES INDUSTRIAL PARK","","","","","","","","PHAGL"
"SARTEXMUN","SARA TEXTILES LIMITED","","","","","","","","INMUN"
"COLMANAFE","COLT MANUFACTURING COMPANY LLC","","","","","","","","USLAS"
"FANPHIAFE","FANUC PHILIPPINES CORPORATION","","","","","","","","PHMNL"
"HUMSINAFE","HUMANS SINCE 1982","","","","","","","","SESTO"
"QINKINTAO","QINGDAO KINHO PLASTIC CO. , LTD.","","","","","","","","CNQIN"
"CASFAMYDA","CASELLA FAMILY BRANDS","","","","","","","","AUYDA"
"ZEVAMMAFE","ZEVETA AMMUNITION A.S.","","","","","","","","CZPRG"
"TECALUAJM","TECHNICAL ALUMINIUM FOIL COMPANY LLC","","","","","","","","AEAJM"
"FIRPGMMNL1","FIRST PGMC ENTERPRISES INC.","","","","","","","","PHMNL"
"GREENEHFE","GREEN ENERGY CO LTD","","","","","","","","CNHFI"
"PLUCARZLO","PLUS CARGO MEXICO G.R. COMPANY","","","","","","","","MXZLO"
"CENDISMNL","CENTURY DISTRIBUTION SYSTEMS, INC.","","","","","","","","PHMNL"
"VERFAMEIN","VERHOEVEN FAMILY OF COMPANIES BV","","","","","","","","NLEIN"
"DTPROJDFW","DT PROJECT AMERICA","","","","","","","","USDFW"
"INTONBBSL","INTERFOOD INC. ON BEHALF OF NESTRADE SA","","","","","","","","CHBSL"
"MASINTTPE","MASTER INTERNATIONAL LOGISTICS(TAIWAN)CO.,LTD","","","","","","","","TWTPE"
"AERCOMLAX","AERIS COMMUNICATIONS, INC.","","","","","","","","USLAX"
"GOLORCHKG","GOLDEN ORCHID LIMITED","","","","","","","","HKHKG"
"SHAPIZMNL1","SHAKEY'S PIZZA ASIA VENTURES INC","","","","","","","","PHMNL"
"IGNFRAMNL","IGNACIO, FRANCIS WONG","","","","","","","","PHMNL"
"LSPDATAKL","LSPORTS DATA LTD.","","","","","","","","ILAKL"
"HABCABNUE","HABIA CABLE GMBH","","","","","","","","DENUE"
"BARMACTPE","BARLOAD MACHINE CO., LTD","","","","","","","","TWTPE"
"WINEXPLGB","WINN EXPO SOLUTIONS","","","","","","","","USLGB"
"WEGEQUSFS","WEG EQUIPAMENTOS ELETRICOS S.A","","","","","","","","BRSFS"
"GRACRUMNL","GRAND CRU WINES AND SPIRITS INC.","","","","","","","","PHMNL"
"GARLOCSIN","GARLOCK SINGAPORE PTE LTD.","","","","","","","","SGSIN"
"BLOHARSIN","BLOOMING HARMONY PTE, LTD.","","","","","","","","SGSIN"
"PHIDISMNL","PHILIPPINE DISASTER RESILIENCE FOUNDATION","","","","","","","","PHMNL"
"XIASHAXMN","XIAMEN SHAREWINGS TRADING CO., LTD.","","","","","","","","CNXAM"
"HUBNETAFE","HUBNET CO ., LTD","","","","","","","","JPTYO"
"IVVITAARE","IVV ITALIA SRL","","","","","","","","ITARE"
"SIMBEDBKK","SIMMONS BEDDING MANUFACTURING (THAILAND) CO., LTD","","","","","","","","THBKK"
"AUDSAFVSS","AUDINNOV SAFETY FIRST","","","","","","","","FRVSS"
"AYSMEDNOP","AYSMED MEDIKAL TURIZM ITHALAT VE IHRACAT LIMITED SIRKETI","","","","","","","","TRSIC"
"LPCOSMSEL","L&P COSMETICS CO.,LTD.","","","","","","","","KRSEL"
"DAESUNINC","DAE SUNG G-3 CO. LTD.","","","","","","","","KRINC"
"ZHEKEPSHA","ZHENGZHOU KEPAI MECHANICAL EQUIPMENT CO., LTD.","","","","","","","","CNSHA"
"FILGENMNL2","FILTERTECH GENERAL TRADING","","","","","","","","PHMNL"
"SHAEASQDG","SHANDONG EASENT BIOTECHNOLOGY GROUP CO., LTD","","","","","","","","CNQDG"
"TANINTNTC","TANGAGE INTERNATIONAL INC.","","","","","","","","TWNTC"
"GUARUISAD","GUANXIAN RUICHANG TRADING CO.,LTD","","","","","","","","CNSAD"
"QIMAROLEY","QIMAROX","","","","","","","","NLLEY"
"HONCOMHKG","HONGKONG COMFORT ELECTRONICS LIMITED","","","","","","","","HKHKG"
"NOBSUPBOS","NOBLE SUPPLY AND LOGISTICS","","","","","","","","USBOS"
"CHALOGAFE","CHATTA LOGISTICS CO.,LTD.","","","","","","","","THBKK"
"UDORGOA","UDOR SPA","","","","","","","","ITGOA"
"ALBGDLMNL","ALBORI G AND D LABORATORY TESTING","","","","","","","","PHMNL"
"BOTTERJLO","BOTTER","","","","","","","","ITJLO"
"OPSFURMNL","OPS FURNITURE MANUFACTURING CORP","","","","","","","","PHMNL"
"GSPLASHAS","G&SPLAST GMBH CO. KG","","","","","","","","DEHAS"
"TONCHAPEK","TONG CHANGTAI TRADING (QINGDAO) CO., LTD.","","","","","","","","CNPEK"
"TCSJOHLJU","TCS JOHN HUXLEY CDS D.O.O","","","","","","","","SILJU"
"SHABASSHG","SHANGHAI BA-SHI YUE XIN LOGISTICS DEVELOPMENT CO.,LTD","","","","","","","","CNSHG"
"GLOMARMNL1","GLOBAL MARITIME LOGISTICS SUPPORT INC","","","","","","","","PHMNL"
"OMIAUDBRI","OMICRON AUDIO SRLS","","","","","","","","ITBRI"
"SYNGENSFO","SYNGENTA LTD.,","","","","","","","","USSFO"
"FURELEYOK","FURUKAWA ELECTRIC CO.,LTD.","","","","","","","","JPYOK"
"CHRDIOMEA","CHRISTIAN DIOR","","","","","","","","FRMEA"
"SHAWOLSHA","SHANGHAI WOLFIX NEW MATERIALS CO. LTD","","","","","","","","CNSGH"
"KEEMEDFOS","KEEWELL MEDICAL TECHNOLOGY CO., LTD","","","","","","","","CNFOS"
"DEZHULTAO","DEZHOU HULI WATER TANK CO. LTD.","","","","","","","","CNQIN"
"SASGERHAM","SASOL GERMANY GMBH","","","","","","","","DEHAM"
"EDILABMAD","EDILAB, S.L.","","","","","","","","ESMAD"
"AMBASISIN","AMBAFLEX ASIA PACIFIC B.V. (SINGAPORE BRANCH)","","","","","","","","SGSIN"
"ZHEJINDNY","ZHENJIANG JINGWEI PLASTIC & RUBBER CO.,LTD","","","","","","","","CNDNY"
"OTIINDLIS","OTIIMA INDUSTRIES S.A","","","","","","","","PTLIS"
"EGGINTSHH","EGGWAY INTERNATIONAL ASIA PRIVATE LIMITED","","","","","","","","INSHH"
"NINJUNNGB","NINGBO JUNDA IMPORT & EXPORT CO. , LTD.","","","","","","","","CNNBO"
"SUZCICSHA","SUZHOU CICOR TECHNOLOGY CO. LTD.","","","","","","","","CNSHA"
"ATATASISL","ATAT TASIMACILIK COZUMLERI A.S.","","","","","","","","TRIST"
"RATHUNBUD","RATH HUNGARIA","","","","","","","","HUBUD"
"TBKMANMNL","TBK MANUFACTURING CORPORATION","","","","","","","","PHMNL"
"REMOTEAFE","REMOTES","","","","","","","","TWTPE"
"DONFIRTAO","DONGYING FIRST BIOCHEM INDUSTRIAL CO., LTD.","","","","","","","","CNQIN"
"DIEINTAFE","DIETL INTERNATIONAL SERVICES","","","","","","","","USNYC"
"FAGMEDPPA","FAGA MEDICAL","","","","","","","","BRPPA"
"TADMARMNL","TADCHEM MARKETING","","","","","","","","PHMNL"
"SHINWOICN","SHINWONTECH INC.","","","","","","","","KRICN"
"CONASOSPE","CONTI SRL A SOCIO UNICO","","","","","","","","ITSPE"
"STESOLBOD","STERIS SOLUTIONS PTE. LIMITED","","","","","","","","FRBOD"
"ZHOSTANSA","ZHONGSHAN STARTING IMPORT & EXPORT CORPORATION LIMITED","","","","","","","","CNNSA"
